User-ID,Location,Age
75081,", illinois, usa",29.0
75089,"salt lake city, utah, usa",
75149,"geneva, illinois, usa",36.0
75485,"gainesville, florida, usa",27.0
75491,"west point, virginia, usa",26.0
75591,"charleston, west virginia, usa",33.0
75595,"amsterdam, noord-holland, netherlands",35.0
75819,"west falls, new york, usa",
75860,"buffalo, minnesota, usa",30.0
76019,"norwich, england, united kingdom",28.0
76102,"buckfield, maine, usa",33.0
76151,"sioux falls, south dakota, usa",49.0
76168,"southborough, massachusetts, usa",
76173,"comox, british columbia, canada",71.0
76223,"lisboa, lisboa, portugal",25.0
76351,"clarksville, tennessee, usa",34.0
76352,"olympia, washington, usa",58.0
76483,"orange park, florida, usa",37.0
76499,"new york, new york, usa",
76576,"snellville, georgia, usa",17.0
76626,"london, england, united kingdom",38.0
76710,"marietta, georgia, usa",57.0
76818,"little rock, arkansas, usa",49.0
76888,"easley, south carolina, usa",19.0
76942,"sacramento, california, usa",25.0
77082,"durango, colorado, usa",21.0
77181,"louisville, kentucky, usa",33.0
77383,"ottawa, ontario, canada",25.0
77480,"gig harbor, washington, usa",51.0
77809,"atlantic highlands, new jersey, usa",29.0
77860,"charleston, south carolina, usa",33.0
77940,"melaka, melaka, malaysia",
78015,"enfield, connecticut, usa",32.0
78448,"fairfax, virginia, usa",
78496,"hampton, illinois, usa",
78553,"el cajon, california, usa",40.0
78783,"chantilly, virginia, usa",49.0
78834,"honolulu, hawaii, usa",28.0
78846,"daphne, alabama, usa",58.0
78973,"amadora, lisboa, portugal",29.0
79009,"wellsburg, west virginia, usa",
79186,"fairbanks, alaska, usa",37.0
79266,"lakeland, florida, usa",
79506,"south plainfield, new jersey, usa",55.0
79724,"n/a, massachusetts, usa",
79740,"st. louis, missouri, usa",24.0
79942,"mackay, queensland, australia",26.0
79977,"chesapeake, virginia, usa",35.0
80203,"olympia, wa, usa",34.0
80453,"overland park, kansas, usa",24.0
80538,"lisboa, lisboa, portugal",32.0
80642,"st louis, missouri, usa",43.0
80683,"new castle, delaware, usa",27.0
80684,"hillsboro, oregon, usa",
80810,"warrensburg, missouri, usa",33.0
80820,"concord, california, usa",
80945,"freiburg, baden-wÃ¼rttemberg, germany",46.0
81045,"tigard, oregon, usa",
81088,"romsey, hampshire, united kingdom",18.0
81207,"maia, porto, portugal",20.0
81216,"lake jackson, texas, usa",
81298,"savannah, georgia, usa",20.0
81318,"cambridge, massachusetts, usa",25.0
81368,"mesa, arizona, usa",28.0
81492,"san antonio, texas, usa",28.0
81531,"olympia, washington, usa",
81560,"christchurch, canterbury, new zealand",
81597,"wichita, kansas, usa",
81609,"carrollton, kentucky, usa",57.0
81682,"bluffton, south carolina,",36.0
81771,"sacramento, california, usa",37.0
81848,"springfield, illinois, usa",35.0
81977,"minneapolis, minnesota, usa",34.0
82164,"oshawa, ontario, canada",46.0
82407,"washington, dc, usa",
82497,"yulee, florida, usa",47.0
82511,"firenze, toscana, italy",
82831,"nashville, tennessee, usa",21.0
82893,"san antonio, texas, usa",40.0
82926,"vista, california, usa",
83034,"fairbanks, alaska, usa",
83109,"montreal, quebec, canada",
83287,"tulsa, oklahoma, usa",45.0
83467,"northridge, california, usa",60.0
83496,"westfield, new jersey, usa",
83637,"raleigh, north carolina, usa",57.0
83671,"iowa city, ,",52.0
83707,"north dartmouth, massachusetts, usa",31.0
84024,"abilene, texas, usa",37.0
84523,"apopka, ,",30.0
84795,"alpharetta, ,",
84882,"woodstock, georgia, usa",
84900,"hong kong, hong kong, hong kong",37.0
85426,"chisholm, minnesota, usa",23.0
85526,"victoria, british columbia, canada",36.0
85656,"cottage grove, oregon, usa",41.0
85701,"savannah, georgia, usa",37.0
85757,"pawtucket, rhode island, usa",40.0
85993,"portland, oregon, usa",40.0
86093,"morgantown, west virginia, usa",25.0
86145,"alexandria, virginia, usa",45.0
86189,"tustin, california, usa",
86202,"sydney, new south wales, australia",26.0
86242,"new york, new york, usa",24.0
86243,"christchurch, canterbury, new zealand",
86835,"mercer island, ,",
86959,"oklahoma city, oklahoma, usa",29.0
86969,"forest grove, oregon, usa",59.0
87141,"huntington beach, california, usa",
87143,"whitehall, ohio, usa",53.0
87155,"auburn hills, michigan, usa",23.0
87555,"lexington, kentucky, usa",31.0
87690,"blythewood, south carolina, usa",36.0
87712,"yarmouth, nova scotia, canada",19.0
87746,"wallingford, connecticut, usa",52.0
87929,"portland, maine, usa",25.0
87938,"n/a, n/a, malaysia",15.0
87949,"gladewater, texas, usa",44.0
87974,"fort worth, texas, usa",25.0
88122,"jacksonville, north carolina, usa",30.0
88229,"thermopolis, wyoming, usa",44.0
88283,"hamburg, hamburg, germany",24.0
88620,"heemstede, noord-holland, netherlands",27.0
88652,"lanham, maryland, usa",83.0
88677,"laval, quebec, canada",44.0
88693,"shanghai, shanghai, china",30.0
88729,"st. clair shores, michigan, usa",31.0
88733,"houston, texas, usa",
88738,"harpers ferry, west virginia, usa",
88793,"arcata, california, usa",25.0
88937,"cary, north carolina, usa",39.0
89014,"surfside beach, south carolina, usa",
89391,"wichita, kansas, usa",
89551,"colorado springs, colorado, usa",29.0
89602,"honolulu, hawaii, usa",
90049,"victoria, british columbia, canada",30.0
90137,"norfolk, virginia, usa",40.0
90198,"cornwall, new york,",34.0
90391,"queens, new york, usa",41.0
90417,"rye, new hampshire, usa",40.0
90616,"southfield, michigan, usa",
90653,"evansville, indiana, usa",29.0
91017,"holtsville, ,",54.0
91058,"blanco, texas, usa",63.0
91103,"casper, wyoming, usa",35.0
91113,"chicago, illinois, usa",26.0
91130,"mcleansville, north carolina, usa",39.0
91184,"kuala lumpur, kuala lumpur, malaysia",31.0
91203,"glasgow, scotland, united kingdom",30.0
91266,"corbin, kentucky,",
91342,"doha, doha, qatar",29.0
91449,"farncombe, surrey, united kingdom",34.0
91633,"french camp, california, usa",21.0
91832,"miami, florida, usa",
91931,"new westminster, british columbia, canada",40.0
92405,"dortmund, nordrhein-westfalen, germany",26.0
92547,"baker city, oregon, usa",29.0
92810,"manistee, michigan, usa",60.0
92853,"ely, england, united kingdom",
92861,"vancouver, british columbia, canada",
92979,"fairfield, california, usa",
93046,"fallon, nevada, usa",47.0
93047,"nashua, new hampshire, usa",52.0
93059,"algonquin, illinois, usa",
93085,"cedar rapids, iowa, usa",34.0
93092,"sherwood park, alberta, canada",22.0
93179,"san diego, california, usa",
93241,"woodland hills, california, usa",
93363,"farmington hills, michigan, usa",30.0
93426,"plano, texas, usa",35.0
93518,"round rock, texas, usa",
93629,"baton rouge, louisiana, usa",54.0
93631,"halifax, ,",26.0
94347,"oakland, new jersey, usa",44.0
94494,"tacoma, washington, usa",24.0
94787,"cleveland, ohio, usa",24.0
94923,"brick, new jersey, usa",40.0
94951,"san jose, california, usa",37.0
94985,"sant cugat del vallÃ¨s, catalunya, spain",39.0
95010,"san jose, california, usa",
95173,"sterling heights, michigan, usa",
95193,"bellingham, washington, usa",69.0
95250,"prospect, kentucky, usa",
95316,"fredericton, new brunswick, canada",
95353,"rock creek, british columbia, canada",59.0
95359,"charleston, west virginia, usa",33.0
95393,"austin, texas, usa",33.0
95509,"canoga park, california, usa",38.0
95574,"philadelphia, pennsylvania, usa",37.0
95903,"mason, ohio, usa",27.0
95923,"bloomfield, new jersey, usa",17.0
95932,"manchester, new hampshire, usa",36.0
95991,"santa ana, california, usa",28.0
96054,"ottawa, ontario, canada",29.0
96320,"houston, texas, usa",51.0
96357,"aiken, south carolina, usa",31.0
96440,"rochester, new york, usa",29.0
96448,"albuquerque, new mexico, usa",
96554,"barcelona, catalunya, spain",36.0
96679,"seville grove, western australia, australia",27.0
96744,"jerez de la frontera, cadiz, spain",34.0
96771,"springfield, virginia, usa",43.0
96776,"winston salem, north carolina, usa",28.0
96970,"minneapolis, minnesota, usa",42.0
97160,"north port, florida, usa",
97208,"san rafael, california, usa",
97694,"vancouver, british columbia, canada",25.0
97721,"castro valley, california, usa",46.0
97754,"schenectady, new york, usa",46.0
97874,"n/a, british columbia, canada",
97945,"omaha, nebraska, usa",34.0
98159,"vancouver, british columbia, canada",56.0
98263,"north vancouver, british columbia, canada",35.0
98297,"espoo, uusimaa, finland",24.0
98356,"west blocton, alabama, usa",45.0
98391,"morrow, georgia, usa",52.0
98440,"yuma, arizona, usa",17.0
98547,"columbia, south carolina, usa",43.0
98647,"selayang, selangor, malaysia",26.0
98686,"norfolk, virginia, usa",32.0
98723,"cincinnati, ohio, usa",29.0
98741,"fairbanks, alaska, usa",30.0
98758,"calgary, alberta, canada",25.0
98787,"melbourne, victoria, australia",26.0
98904,"billings, montana, usa",28.0
98930,"northampton, massachusetts, usa",
99032,"white plains, new york, usa",25.0
99347,"muskegon, michigan, usa",30.0
99630,"framingham, massachusetts, usa",24.0
99955,"lockport, new york, usa",14.0
100009,"victoria, british columbia, canada",49.0
100088,"burnley, england, united kingdom",26.0
100115,"new lenox, illinois, usa",42.0
100227,"tehran, tehran, iran",36.0
100264,"brunswick, ohio, usa",37.0
100459,"bay area, california, usa",38.0
100644,"heilbronn, baden-wuerttemberg, germany",26.0
100822,"tenafly, new jersey, usa",54.0
100846,"plainfield, illinois, usa",39.0
100906,"seattle, washington, usa",34.0
101209,"ft huachuca, arizona, usa",44.0
101304,"chesapeake, virginia, usa",68.0
101305,"milwaukee, wisconsin, usa",29.0
101606,"niagara falls, ontario, canada",32.0
101620,"brookland, arkansas, usa",
101851,"keizer, oregon, usa",29.0
101874,"milton, pennsylvania, usa",
101876,"nicholasville, kentucky, usa",38.0
102275,"saint clair, michigan, usa",52.0
102359,"springfield, oregon, usa",
102647,"modesto, california, usa",14.0
102702,"honolulu, hawaii, usa",34.0
102705,"ottawa, ontario, canada",22.0
102945,"meshoppen, pennsylvania, usa",
102967,"olympia, washington, usa",54.0
103304,"st louis, missouri, usa",44.0
103336,"tucson, arizona, usa",55.0
104058,"newark, ohio, usa",
104113,"springfield, missouri, usa",24.0
104123,"point mugu, california, usa",
104144,"florence, alabama, usa",65.0
104211,"chattanooga, tennessee, usa",39.0
104311,"salinas, puerto rico, usa",
104362,"eugene, oregon, usa",45.0
104399,"middletown, ohio, usa",29.0
104429,"brainerd, minnesota, usa",39.0
104505,"bend, oregon,",34.0
104636,"youngstown, ohio, usa",
104657,"cave creek, arizona, usa",25.0
104665,"altoona, iowa, usa",30.0
104880,"madison, wisconsin, usa",21.0
105028,"kuala lumpur, federal territory, malaysia",22.0
105054,"edmonton, alberta, canada",29.0
105058,"north york, ontario, canada",32.0
105108,"st. louis, missouri, usa",35.0
105214,"pittsburgh, pennsylvania, usa",34.0
105221,"la mesa, california, usa",15.0
105374,"montreal, quebec, canada",25.0
105517,"calgary, alberta, canada",28.0
105627,"london, ontario, canada",23.0
105937,"tampa, florida, usa",27.0
105979,"oakland, california, usa",26.0
106007,"santa rosa, california, usa",29.0
106131,"lorton, virginia, usa",32.0
106225,"chicago, illinois, usa",38.0
106273,"paducah, kentucky, usa",28.0
106417,"sw ranches, florida, usa",
106816,"independence, missouri, usa",57.0
106849,"dunkirk, indiana, usa",39.0
106936,"hamilton, ontario, canada",48.0
107021,"indianapolis, indiana, usa",45.0
107244,"appleton, wisconsin, usa",50.0
107301,"west kensington, london, united kingdom",31.0
107453,"chunchula, alabama, usa",18.0
107784,"tarentum, pennsylvania, usa",
107865,"tampa, florida, usa",
107951,"tÃ¼bingen, baden-wÃ¼rttemberg, germany",
108005,"greenfield, wisconsin, usa",29.0
108155,"indianapolis, indiana, usa",29.0
108285,"appleton, wisconsin, usa",22.0
108352,"rochester, michigan, usa",37.0
108392,"mountain view, california, usa",34.0
108405,"irvine, ,",49.0
108480,"caracas, dtto federal, venezuela",
108481,"west vancouver, british columbia, canada",
108485,"roseburg, oregon, usa",32.0
108700,"orlando, florida, usa",49.0
108752,"fort polk, louisiana, usa",31.0
108753,"san jose, california, usa",48.0
108799,"kaneohe, hawaii, usa",
108950,"voorhees, new jersey, usa",43.0
109013,"virginia beach, virginia, usa",39.0
109349,"exton, pennsylvania,",
109461,"oklahoma city, oklahoma, usa",30.0
109491,"brentwood, california, usa",40.0
109562,"salem, oregon, usa",
109574,"edmonton, alberta, canada",50.0
109779,"arab, alabama, usa",25.0
109899,"garnerville, new york, usa",
109901,"sydney, new south wales, australia",59.0
109955,"adelaide, south australia, australia",
109971,"noblesville, indiana, usa",71.0
110029,"norwich, england, united kingdom",27.0
110040,"philadelphia, pennsylvania, usa",23.0
110076,"toronto, ontario, canada",52.0
110214,"baltimore, maryland, usa",45.0
110373,"livingston, new jersey, usa",
110382,"brooklyn, new york, usa",35.0
110440,"fairfax, virginia, usa",29.0
110483,"fredericton, new brunswick, canada",30.0
110608,"binghamton, new york, usa",22.0
110746,"wrexham, wales, united kingdom",59.0
110912,"milpitas, california, usa",36.0
110934,"kirkland, washington, usa",46.0
110973,"wiley ford, west virginia, usa",43.0
111174,"austin, texas, usa",
111190,"belton, texas, usa",53.0
111241,"spokane, washington, usa",
111261,"rochester, new york, usa",
111578,"fremont, california, usa",
111637,"tiburon, california, usa",53.0
111847,"sabine pass, texas, usa",38.0
111944,"mannford, oklahoma, usa",23.0
111947,"albuquerque, new mexico, usa",30.0
112001,"barren springs, virginia, usa",43.0
112026,"lakewood, washington, usa",17.0
112083,"tucson, arizona, usa",25.0
112093,"spencer, indiana, usa",35.0
112408,"paramus, nj, usa",48.0
112541,"sydney, new south wales, australia",22.0
112559,"dallas, texas, usa",37.0
112761,"bronx, new york, usa",29.0
112765,"west new york, new jersey, usa",35.0
112881,"kitchener, ontario, canada",18.0
112914,"alameda, california, usa",
113030,"vancouver, british columbia, canada",25.0
113270,"evanston, illinois, usa",25.0
113334,"calgary, alberta, canada",40.0
113435,"bratenahl, ohio, usa",49.0
113467,"pittsburgh, pennsylvania, usa",37.0
113519,"pleasanton, california, usa",
113663,"ocala, ,",
113817,"melbourne, victoria, australia",25.0
113904,"baltimore, maryland, usa",31.0
113983,"plano, texas, usa",39.0
114178,"tokyo, tokyo, japan",30.0
114216,"ste-anne-de-bellevue, quebec, canada",
114368,"mechanicsville, maryland, usa",33.0
114414,"edinburg, texas, usa",27.0
114444,"alexandria, virginia, usa",34.0
114446,"cardiff, wales, united kingdom",26.0
114544,"antelope, california, usa",35.0
114581,"san francisco, california, usa",23.0
114868,"edmonton, alberta, canada",31.0
114988,"temple, texas, usa",37.0
115002,"stockholm, stockholm, sweden",
115003,"asheville, north carolina, usa",43.0
115120,"sherman oaks, california, usa",29.0
115234,"st. peters, missouri, usa",32.0
115435,"cincinnati, ohio, usa",30.0
115473,"pennsylvania, ,",
115488,"sydney, new south wales, australia",22.0
115490,"dekalb, illinois, usa",
115503,"orlando, florida, usa",
115537,"toronto, ontario, canada",50.0
115572,"darlington, south carolina, usa",23.0
115692,"blacksburg, virginia, usa",33.0
115841,"hutchinson, kansas, usa",60.0
116005,"london, ontario, canada",28.0
116210,"oisterwijk, noord-brabant, netherlands",46.0
116301,"colonial heights, virginia, usa",30.0
116599,"tehran, tehran, iran",29.0
116758,"paullina, iowa, usa",38.0
116904,"san antonio, texas, usa",38.0
116931,"ann arbor, michigan, usa",24.0
117111,"toronto, ontario, canada",30.0
117132,"st louis, missouri, usa",66.0
117251,"pleasant hill, california, usa",
117384,"some other, planet, far away...",29.0
117539,"rock hill, south carolina, usa",30.0
117593,"fredericton, new brunswick, canada",31.0
117594,"moline, illinois, usa",26.0
117852,"stamford, connecticut, usa",34.0
117873,"evanston, illinois, usa",50.0
118275,"legionowo, woj. mazowieckie, poland",24.0
118320,"calgary, alberta, canada",29.0
118434,"darwin, northern territory, australia",23.0
118484,"wonder lake, illinois, usa",
118533,"owasso, oklahoma, usa",37.0
118677,"boise, idaho, usa",46.0
119248,"fpo, ap, usa",12.0
119364,"bothell, washington, usa",16.0
119505,"rotterdam, , netherlands",32.0
119517,"andover, minnesota, usa",
119575,"north vancouver, british columbia, canada",30.0
119725,"wokingham, berkshire, united kingdom",24.0
120080,"preston, lancashire, england, united kingdom",32.0
120090,"cascade, ,",
120093,"merrick, acworth, new york, georgia, usa",59.0
120396,"boyce, virginia, usa",46.0
120548,"ourense, ourense, spain",39.0
120598,"plant city, florida, usa",
120828,"munster, indiana, usa",27.0
120908,"boston, massachusetts, usa",27.0
121170,"arlington, virginia, usa",30.0
121251,"galt, california, usa",41.0
121606,"petaling jaya, selangor, malaysia",23.0
121817,"ballston spa, new york, usa",38.0
121986,"atlanta, georgia, usa",54.0
122014,"memphis, tennessee, usa",39.0
122429,"kamuela, hawaii, usa",48.0
122440,"vancouver, british columbia, canada",29.0
122506,"coralville, iowa, usa",27.0
122716,"tucson, ,",30.0
122793,"omemee, ontario, canada",46.0
122801,"elm grove, wisconsin, usa",38.0
123056,"halifax, nova scotia, canada",32.0
123095,"hollywood, maryland, usa",
123257,"circleville, ohio, usa",20.0
123430,"manning, south carolina, usa",
123460,"brea, california, usa",31.0
123515,"beaverton, oregon, usa",
123544,"dallas, texas, usa",
123625,"geelong, victoria, australia",22.0
123744,"newark, delaware, usa",25.0
123790,"mount vernon, new york, usa",25.0
123825,"vancouver, british columbia, canada",
123867,"kearns, utah, usa",
123883,"topeka, kansas, usa",18.0
123981,"phoenix, arizona, usa",46.0
124066,"kenmore, washington,",
124078,"muskegon, michigan, usa",25.0
124079,"prince george, british columbia, canada",24.0
124259,"boulder, colorado, usa",
124298,"stockton, california, usa",25.0
124310,"salem, south carolina, usa",53.0
124322,"ottawa, ontario, canada",
124363,"tallahassee, florida, usa",36.0
124487,"ramah, new mexico, usa",
124489,"mt.view, hawaii, usa",
124574,"wellston, ohio, usa",37.0
124597,"brights grove, ontario, canada",38.0
124874,"warren, new jersey, usa",32.0
124876,"redford, michigan, usa",23.0
124942,"olympia, washington, usa",
124983,"amarillo, texas, usa",32.0
124989,"old orchard beach, maine, usa",46.0
125031,"alburquerque, ,",
125039,"lafayette, indiana, usa",27.0
125063,"vancouver, british columbia, canada",44.0
125143,"new york, new york, usa",22.0
125203,"montreal, quebec, canada",18.0
125287,"atlanta, georgia, usa",40.0
125303,"dortmund, nordrhein-westfalen, germany",25.0
125411,"louisville, kentucky, usa",43.0
125519,"irvine, california, usa",40.0
125692,"elmira, new york, usa",28.0
125736,"atlanta, georgia, usa",17.0
125774,"tehran, tehran, iran",36.0
125779,"san diego, california, usa",
125878,"foxboro, massachusetts, usa",
126196,"wilmington, delaware, usa",36.0
126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41.0
126388,"kernersville, north carolina, usa",26.0
126395,"arkansas, arkansas, usa",28.0
126492,"westmont, illinois, usa",31.0
126585,"north saanich, british columbia, canada",
126604,"north reading, massachusetts, usa",27.0
126693,"newmarket, ontario, canada",33.0
126726,"stone mountain, georgia, usa",34.0
126736,"fulton, missouri, usa",38.0
126810,"galena, ohio, usa",
126814,"west chester, ohio, usa",32.0
126903,"lancaster, pennsylvania, usa",
127129,"langley, british columbia, canada",
127131,"stopsley, bedfordshire, united kingdom",42.0
127190,"jasper, indiana, usa",57.0
127200,"urbana, illinois, usa",
127233,"marietta, georgia, usa",29.0
127359,"beaverton, oregon, usa",33.0
127429,"kansas city, missouri, usa",23.0
127623,"voncouver, washington, usa",27.0
127826,"duluth, georgia, usa",
127914,"anchorage, alaska, usa",43.0
128045,"clearwater, florida, usa",41.0
128085,"durham, north carolina, usa",40.0
128119,"olathe, kansas, usa",
128122,"lithia springs, georgia, usa",37.0
128208,"san antonio, texas, usa",34.0
128276,"los angeles, ,",
128325,"toledo, ohio, usa",43.0
128610,"fort myers beach, ,",48.0
128696,"southampton, england, united kingdom",34.0
128732,"north dighton, massachusetts, usa",31.0
128835,"bellingham, washington, usa",60.0
129008,"rapid city, south dakota, usa",44.0
129074,"marietta, georgia, usa",51.0
129084,"boise, idaho, usa",39.0
129358,"highland, california, usa",36.0
129368,"los gatos, ,",
129373,"mercer island, ,",54.0
129465,"durham, north carolina, usa",33.0
129489,"vancouver, british columbia, canada",24.0
129503,"lisboa, n/a, portugal",40.0
129690,"valley stream, new york, usa",34.0
129716,"tallahassee, florida, usa",30.0
129851,"philadelphia, pennsylvania, usa",35.0
130157,"olympia, washington, usa",47.0
130426,"walla walla, washington, usa",
130438,"yarmouth, nova scotia, canada",38.0
130474,"nashville, tennessee, usa",33.0
130554,"sandpoint, idaho, usa",
130570,"singapore, n/a, singapore",
130571,"summerville, south carolina, usa",
130658,"montreal, ,",90.0
130705,"sydney, new south wales, australia",29.0
130950,"jersey city, new jersey, usa",32.0
131027,"portland, oregon, usa",31.0
131046,"ellington, connecticut, usa",26.0
131402,"governors bay, canterbury, new zealand",
131482,"woburn, massachusetts, usa",37.0
131594,"citrus heights, california, usa",47.0
131837,"west valley city, utah, usa",
131855,"farnborough, hampshire, united kingdom",31.0
132083,"tazewell, virginia, usa",47.0
132173,"charlotte, north carolina, usa",
132188,"bloomer, ,",55.0
132199,"santa barbara, california, usa",
132375,"denver, colorado, usa",58.0
132544,"ottawa, ontario, canada",38.0
132836,"west palm beach, florida, usa",57.0
132930,"wokingham, england, united kingdom",29.0
133284,"atlanta, georgia, usa",41.0
133296,"ormond beach, florida, usa",23.0
133416,"jacksons point, ontario, canada",25.0
133571,"olney, maryland, usa",39.0
133682,"las cruces, new mexico, usa",
133689,"calgary, alberta, canada",29.0
133706,"palmyra, western australia, australia",30.0
133738,"indianapolis, indiana, usa",28.0
133747,"gaithersburg, maryland, usa",28.0
133935,"north arlington, new jersey, usa",28.0
134005,"santa rosa, california, usa",34.0
134247,"winfield, illinois, usa",26.0
134434,"barcelona, barcelona, spain",25.0
134516,"london, england, united kingdom",26.0
134784,"chicago, illinois, usa",27.0
134797,"elk grove, california, usa",
134837,"kuala lumpur, wilayah persekutuan, malaysia",28.0
134869,"menifee lakes, california, usa",
135045,"spring, texas, usa",29.0
135149,"ft. pierce, florida, usa",
135265,"groton, connecticut, usa",32.0
135294,"houston, texas, usa",32.0
135351,"greenwood, south carolina, usa",23.0
135360,"albuquerque, new mexico, usa",39.0
135376,"las vegas, nevada, usa",
135398,"alexandria, kentucky, usa",40.0
135458,"ottawa, ontario, canada",24.0
135609,"charlestown, massachusetts, usa",
135673,"hafnarfjordur, reykjavik, iceland",26.0
135703,"fredericton, new brunswick, canada",32.0
135753,"baker city, oregon, usa",55.0
135831,"potomac falls, virginia, usa",
136010,"brampton, ontario, canada",
136071,"normal, illinois, usa",44.0
136139,"fair oaks, california, usa",
136205,"crest hill, illinois, usa",39.0
136237,"calgary, alberta, canada",34.0
136240,"travelers rest, south carolina, usa",20.0
136252,"santa fe, new mexico, usa",33.0
136313,"portland, oregon, usa",27.0
136326,"shingle springs, california, usa",42.0
136348,"oceanside, new york, usa",51.0
136382,"edmonton, alberta, canada",
136473,"minneapolis, minnesota, usa",
136491,"rio rancho, new mexico, usa",18.0
136509,"santa barbara, california, usa",31.0
137211,"charlotte, north carolina, usa",
137336,"longview, washington, usa",26.0
137588,"portland, oregon, usa",
137589,"enterprise, oregon, usa",35.0
137688,"medford, new york, usa",46.0
137742,"santo domingo, distrito nacional, dominican republic",24.0
138010,"somerville, massachusetts, usa",31.0
138097,"winter park, florida, usa",35.0
138189,"saint paul, minnesota, usa",37.0
138198,"edmonton, alberta, canada",37.0
138239,"tulsa, oklahoma, usa",40.0
138441,"merrimack, new hampshire, usa",34.0
138515,"japser, florida, usa",36.0
138543,"mesquite, texas, usa",21.0
138578,"cape girardeau, missouri, usa",38.0
138602,"bremerton, washington, usa",36.0
138844,"winnipeg, manitoba, canada",40.0
138995,"keyser, west virginia, usa",47.0
139141,"oakland, california, usa",35.0
139359,"fort myers, florida, usa",36.0
139387,"hamilton, ontario, canada",30.0
139467,"norfolk, virginia, usa",53.0
139636,"georgetown, penang,, malaysia",22.0
139742,"toronto, ontario, canada",36.0
139827,"phoenix, arizona, usa",
139828,"juneau, , usa",49.0
139913,"monett, missouri, usa",54.0
140000,"london, england, united kingdom",
140036,"milford, michigan, usa",35.0
140184,"guildford, surrey, united kingdom",23.0
140223,"somerville, massachusetts, usa",27.0
140255,"orlando, florida, usa",21.0
140340,"zeeland, michigan,",42.0
140358,"san diego, california, usa",
140410,"st. louis, missouri, usa",26.0
